Study number,drain2,Clay,Sand,pH,Corg,OM,C_N,prec1,prec2,ETP,ETP2,PPE,PPE2,Tair,N_syn,N_org,Ntot,Org,type2,split2,crop2,till2,Cumul,EF,per_N_app,EF_2
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,158.3,0.846010503,0.640555907,8.7,0,0,0,0,0,0,0,1,0.36,,,
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,158.3,0.846010503,0.640555907,8.7,0,0,0,0,0,0,0,1,0.37,,,
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,158.3,0.846010503,0.640555907,8.7,0.083,0,0.083,0,0,1,0,1,0.44,,0.530120482,
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,158.3,0.846010503,0.640555907,8.7,0.083,0,0.083,0,0,1,0,1,0.5,,0.602409639,
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,263.1,0.846010503,0.385404789,8.7,0,0,0,0,0,0,0,1,0.46,,,
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,263.1,0.846010503,0.385404789,8.7,0.17,0,0.17,0,0,1,0,1,0.76,,0.447058824,
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,263.1,0.846010503,0.385404789,8.7,0.17,0,0.17,0,0,1,0,1,0.99,,0.582352941,
14,1,409,266,5.78,21.9,3.77556,10.96,499.4,101.4,590.3,263.1,0.846010503,0.385404789,8.7,0.17,0,0.17,0,0,1,0,1,1,,0.588235294,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,175,0.906228842,0.966857143,8.7,0,0,0,0,0,0,0,1,0.78,,,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,175,0.906228842,0.966857143,8.7,0.083,0,0.083,0,0,1,0,1,0.41,,0.493975904,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,175,0.906228842,0.966857143,8.7,0.083,0,0.083,0,0,1,0,1,0.56,,0.674698795,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,255.6,0.906228842,0.661971831,8.7,0,0,0,0,0,0,0,1,0.54,,,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,255.6,0.906228842,0.661971831,8.7,0,0,0,0,0,0,0,1,0.79,,,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,255.6,0.906228842,0.661971831,8.7,0.17,0,0.17,0,0,1,0,1,1.45,,0.852941176,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,255.6,0.906228842,0.661971831,8.7,0.17,0,0.17,0,0,1,0,1,1.52,,0.894117647,
14,1,409,266,5.78,21.9,3.77556,10.96,535.4,169.2,590.8,255.6,0.906228842,0.661971831,8.7,0.17,0,0.17,0,0,1,0,1,4.59,,2.7,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,168,0.356563026,0.502380952,8.7,0,0,0,0,0,0,0,1,1.18,,,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,168,0.356563026,0.502380952,8.7,0,0,0,0,0,0,0,1,1.39,,,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,168,0.356563026,0.502380952,8.7,0.083,0,0.083,0,0,1,0,1,0.68,,0.819277108,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,168,0.356563026,0.502380952,8.7,0.083,0,0.083,0,0,1,0,1,1.1,,1.325301205,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,300.4,0.356563026,0.280958722,8.7,0,0,0,0,0,0,0,1,0.93,,,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,300.4,0.356563026,0.280958722,8.7,0.17,0,0.17,0,0,1,0,1,1.75,,1.029411765,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,300.4,0.356563026,0.280958722,8.7,0.17,0,0.17,0,0,1,0,1,2.26,,1.329411765,
14,1,409,266,5.78,21.9,3.77556,10.96,232.8,84.4,652.9,300.4,0.356563026,0.280958722,8.7,0.17,0,0.17,0,0,1,0,1,2.47,,1.452941176,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0,0,0,0,0,0,0,1,0.19,,,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0,0,0,0,0,0,0,1,0.38,,,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0,0,0,0,0,0,0,1,0.92,,,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0,0,0,0,0,0,1,0,0.48,,,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0,0,0,0,0,0,1,0,0.48,,,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0,0,0,0,0,0,1,0,0.82,,,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0,0,0,0,0,0,1,0,0.82,,,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0.15,0,0.15,0,0,0,0,1,0.85,,0.566666667,
15,1,320,470,7.2,19,3.2756,10,69.8,45.6,779,269.6,0.089602054,0.169139466,6.2,0.15,0,0.15,0,0,0,0,0,0.27,,0.18,
15,1,320,470,7.2,19,3.2756,10,455.5,292.4,584.8,214.6,0.778898769,1.362534949,6.2,0,0,0,0,0,0,0,1,0.13,,,
15,1,320,470,7.2,19,3.2756,10,455.5,292.4,584.8,214.6,0.778898769,1.362534949,6.2,0,0,0,0,0,0,0,1,0.18,,,
15,1,320,470,7.2,19,3.2756,10,455.5,292.4,584.8,214.6,0.778898769,1.362534949,6.2,0,0,0,0,0,0,0,1,1.77,,,
15,1,320,470,7.2,19,3.2756,10,455.5,292.4,584.8,214.6,0.778898769,1.362534949,6.2,0.15,0,0.15,0,0,0,0,1,0.51,,0.34,
15,1,320,470,7.2,19,3.2756,10,455.5,292.4,584.8,214.6,0.778898769,1.362534949,6.2,0.15,0,0.15,0,0,0,0,1,2.67,,1.78,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0,0,0,0,0,0,0,1,0.16,,,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0,0,0,0,0,0,0,1,0.18,,,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0,0,0,0,0,0,0,1,0.19,,,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0,0,0,0,0,0,0,1,0.7,,,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0,0,0,0,0,0,0,1,1,,,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0.15,0,0.15,0,0,0,0,1,1.41,,0.94,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0.15,0,0.15,0,0,0,0,1,1.6,,1.066666667,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0.15,0,0.15,0,0,0,0,1,1.71,,1.14,
15,1,320,470,7.2,19,3.2756,10,153.8,53.3,736.1,226.7,0.208939003,0.235112483,6.2,0.15,0,0.15,0,0,0,0,1,2.2,,1.466666667,
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.02,0,0.02,0,0,0,0,1,19.71,,98.55,
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.12,0,0.12,0,0,1,0,1,18.16,-1.55,15.13333333,
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.12,0,0.12,0,0,1,0,1,25.32,5.61,21.1,5.61
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.12,0,0.12,0,0,1,0,1,25.83827435,6.128274355,21.5318953,6.128274355
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.17,0,0.17,0,0,1,0,1,25.79601326,4.057342171,15.17412544,4.057342171
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.17,0,0.17,0,0,1,0,1,26.22732766,4.344885104,15.4278398,4.344885104
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.17,0,0.17,0,0,1,0,1,27.05141719,4.894278127,15.91259835,4.894278127
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.22,0,0.22,0,0,1,0,1,23.57675908,1.933379539,10.71670867,1.933379539
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.22,0,0.22,0,0,1,0,1,26.07723099,3.183615495,11.85328681,3.183615495
17,1,539,72,6.1,46,7.9304,13.14285714,676,230,612,211,1.104575163,1.090047393,4,0.22,0,0.22,0,0,1,0,1,30.57032102,5.430160508,13.89560046,5.430160508
17,1,539,72,6.1,46,7.9304,13.14285714,718,229,612,211,1.173202614,1.085308057,4,0.02,0,0.02,0,0,0,0,0,9.342251251,,46.71125626,
